fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,type_red,type_white,PCA1,PCA2,LDA1,LDA2
6.3,0.33,0.42,17.2,0.037,57.0,170.0,0.99884,3.26,0.57,9.4,6,0,1,58.92907833432155,14.01653049296314,0.0074290491427115276,-0.7209962290107979
6.5,0.23,0.45,2.1,0.027,43.0,104.0,0.99054,3.02,0.52,11.3,6,0,1,-9.109527254342195,14.804761286155497,-1.0385919807979713,-0.28464931056565274
6.3,0.27,0.29,12.2,0.044,59.0,196.0,0.99782,3.14,0.4,8.8,6,0,1,84.4851950186737,9.946658212359,1.2248536463816317,-1.4802092807289948
6.3,0.2,0.37,11.8,0.045,58.0,130.0,0.99519,3.2,0.35,10.8,5,0,1,19.975676234039874,23.846729558047933,-1.0179800204561447,-1.0781269116941512
6.2,0.33,0.41,16.8,0.037,58.0,173.0,0.99882,3.25,0.57,9.4,6,0,1,62.057928801107295,14.302254980379653,0.1031365504553821,-0.7907974364966306
6.3,0.33,0.42,17.2,0.037,57.0,170.0,0.99884,3.26,0.57,9.4,6,0,1,58.92907833432155,14.01653049296314,0.0074290491427115276,-0.7209962290107979
7.2,0.21,1.0,1.1,0.154,46.0,114.0,0.9931,2.95,0.43,9.2,6,0,1,1.264529755106991,15.430096523596307,1.5902528452717906,-1.0466271464731687
6.0,0.27,0.3,14.7,0.044,15.0,144.0,0.99666,3.12,0.53,10.3,6,0,1,24.095540621637866,-21.090519237041136,-0.037390026220770034,-0.2584654756852614
5.7,0.12,0.26,5.5,0.034,21.0,99.0,0.99324,3.09,0.57,9.9,6,0,1,-18.752038963955787,-5.383719945281205,-0.13842807072229107,-0.931989781294221
6.9,0.24,0.37,6.1,0.027,38.0,112.0,0.99086,3.19,0.34,12.4,6,0,1,-2.283077706112635,8.255512596913173,-2.050613927531561,0.24830900823999505
7.7,0.18,0.53,1.2,0.041,42.0,167.0,0.9908,3.11,0.44,11.9,5,0,1,51.953529227446715,-0.40737980116451294,-1.2761548143573418,-0.37411545550073294
7.1,0.17,0.43,1.3,0.023,33.0,132.0,0.99067,3.11,0.56,11.7,6,0,1,15.870110267431082,-1.273030955880399,-1.4389882650153998,-0.19222722994525124
7.5,0.33,0.38,8.7,0.126,49.0,199.0,0.99711,2.98,0.57,9.4,5,0,1,85.00665151728508,-0.5811941144820103,1.4321989610176267,-0.9414982211896006
7.5,0.33,0.38,8.7,0.126,49.0,199.0,0.99711,2.98,0.57,9.4,5,0,1,85.00665151728508,-0.5811941144820103,1.4321989610176267,-0.9414982211896006
5.6,0.2,0.66,10.2,0.043,78.0,175.0,0.9945,2.98,0.43,10.4,7,0,1,68.21006412193923,33.12985891784182,-0.4060673221206028,-2.316838022850617
7.6,0.17,0.36,4.5,0.042,26.0,102.0,0.99427,3.09,0.47,9.5,5,0,1,-14.763384583375151,-1.2362188611254759,0.3750391427660015,-0.19162401729462422
5.8,0.15,0.31,5.9,0.036,7.0,73.0,0.99152,3.2,0.43,11.9,6,0,1,-47.1984615582228,-13.136960670360093,-1.4512173468489453,0.19339550675468212
6.3,0.25,0.44,1.7,0.024,36.0,116.0,0.98935,3.18,0.4,12.5,6,0,1,0.9825586748788272,5.275354714720093,-1.6819459853180498,0.3018167353477394
6.9,0.28,0.41,1.4,0.016,6.0,55.0,0.98876,3.16,0.4,13.4,5,0,1,-65.15188658631536,-10.194175205183562,-2.1693254308480707,1.8154482975255775
7.2,0.27,0.37,5.4,0.026,27.0,114.0,0.99174,3.13,0.84,12.7,5,0,1,-2.834477503363844,-2.9290804041065885,-2.6320056152249593,0.733109019727772
6.2,0.25,0.38,7.9,0.045,54.0,208.0,0.99572,3.17,0.46,9.1,5,0,1,94.86685796854572,2.2418475292956166,1.0895193279112632,-1.4068647101193765
8.5,0.19,0.48,1.1,0.026,23.0,58.0,0.99184,2.9,0.5,10.5,6,0,1,-58.42800633182886,5.655039822107595,-0.4433706701593732,0.5296436347554632
6.2,0.25,0.54,7.0,0.046,58.0,176.0,0.99454,3.19,0.7,10.4,5,0,1,64.56301634205605,13.327556793087833,-0.49240081409114306,-1.0051159590417864
6.2,0.25,0.54,7.0,0.046,58.0,176.0,0.99454,3.19,0.7,10.4,5,0,1,64.56301634205605,13.327556793087833,-0.49240081409114306,-1.0051159590417864
6.8,0.28,0.43,7.6,0.03,30.0,110.0,0.99164,3.08,0.59,12.5,8,0,1,-5.960340217989047,0.9635978578954564,-2.178229536550974,0.43522470370261446
6.2,0.25,0.54,7.0,0.046,58.0,176.0,0.99454,3.19,0.7,10.4,5,0,1,64.56301634205605,13.327556793087833,-0.49240081409114306,-1.0051159590417864
7.4,0.21,0.8,12.3,0.038,77.0,183.0,0.99778,2.95,0.48,9.0,5,0,1,75.8582076693471,30.400945473019455,0.5073386632902208,-1.9682753991645374
7.0,0.15,0.38,15.3,0.045,54.0,120.0,0.9975,3.18,0.42,9.8,6,0,1,9.490675807188618,22.306606430970238,-0.8382832275245777,-1.2979334864840706
7.4,0.21,0.8,12.3,0.038,77.0,183.0,0.99778,2.95,0.48,9.0,5,0,1,75.8582076693471,30.400945473019455,0.5073386632902208,-1.9682753991645374
7.3,0.28,0.42,1.2,0.033,29.0,142.0,0.99205,3.17,0.43,10.7,4,0,1,24.709720288978033,-7.429828857560629,0.16153799485087622,0.506365445588127
6.1,0.18,0.38,2.3,0.033,28.0,111.0,0.98962,3.16,0.49,12.4,6,0,1,-5.651198963388784,-1.3675639610465886,-1.8879047046519235,-0.10547619421054835
7.0,0.53,0.43,6.1,0.029,6.0,76.0,0.99118,3.08,0.5,12.5,8,0,1,-44.505534848569596,-14.787877031533249,-0.8504059976833427,2.7882681428238305
6.8,0.28,0.43,7.6,0.03,30.0,110.0,0.99164,3.08,0.59,12.5,8,0,1,-5.960340217989047,0.9635978578954564,-2.178229536550974,0.43522470370261446
6.5,0.36,0.38,10.2,0.028,20.0,82.0,0.99274,3.1,0.43,12.1,7,0,1,-35.348933736850434,-2.379993928094574,-1.3737742543541451,1.1355057151572114
7.5,0.25,0.47,4.1,0.041,95.0,163.0,0.99184,2.92,0.59,11.3,6,0,1,60.06290890892914,52.19104028098799,-1.6883830928270194,-1.5768667886840297
6.7,0.24,0.41,2.9,0.039,48.0,122.0,0.99052,3.25,0.43,12.0,5,0,1,9.563650020540305,15.640231388284215,-1.7028783638400617,0.02945884214250962
6.6,0.25,0.33,8.5,0.042,29.0,141.0,0.99546,3.28,0.6,10.4,5,0,1,24.04796445168404,-6.976007977752257,-0.2950152506800359,0.036421226646946046
6.4,0.15,0.4,1.5,0.042,23.0,87.0,0.98972,3.11,0.46,12.2,7,0,1,-30.172327992037655,-0.8522272141572729,-1.6668615442207677,-0.04855834379876598
6.3,0.28,0.3,3.1,0.039,24.0,115.0,0.9942,3.05,0.43,8.6,5,0,1,-2.5993561317470344,-6.151456980276093,2.0227887696443165,-0.10305733830935818
6.2,0.25,0.38,7.9,0.045,54.0,208.0,0.99572,3.17,0.46,9.1,5,0,1,94.86685796854572,2.2418475292956166,1.0895193279112632,-1.4068647101193765
7.1,0.28,0.35,3.5,0.028,35.0,91.0,0.99022,2.96,0.33,12.1,5,0,1,-23.509249337825434,9.986891416672723,-1.2593489158709668,0.39538427297510936
6.6,0.35,0.34,4.9,0.032,9.0,125.0,0.99253,3.32,0.81,12.0,5,0,1,3.828190606683097,-22.949525362227792,-1.3852353797822026,1.5624309726536245
8.5,0.19,0.48,1.1,0.026,23.0,58.0,0.99184,2.9,0.5,10.5,6,0,1,-58.42800633182886,5.655039822107595,-0.4433706701593732,0.5296436347554632
6.2,0.25,0.54,7.0,0.046,58.0,176.0,0.99454,3.19,0.7,10.4,5,0,1,64.56301634205605,13.327556793087833,-0.49240081409114306,-1.0051159590417864
6.0,0.35,0.51,1.2,0.029,10.0,102.0,0.9903,3.46,0.42,11.9,6,0,1,-18.490231280593317,-16.90006455846401,-0.6527095555986268,1.8649936914225744
5.8,0.31,0.32,4.5,0.024,28.0,94.0,0.98906,3.25,0.52,13.7,7,0,1,-22.115923644080457,2.538378128365905,-2.886345252222061,0.9981354779922327
6.6,0.17,0.35,2.6,0.03,33.0,78.0,0.99146,3.22,0.72,11.3,6,0,1,-36.644097318011134,10.94445174944503,-1.7967885694264405,0.06207425011887804
8.5,0.23,0.4,9.9,0.036,24.0,88.0,0.9951,3.02,0.42,10.5,6,0,1,-28.62793667968425,0.13516668120937467,-0.6632337817578591,0.46558170404269844
5.8,0.31,0.32,4.5,0.024,28.0,94.0,0.98906,3.25,0.52,13.7,7,0,1,-22.115923644080457,2.538378128365905,-2.886345252222061,0.9981354779922327
6.1,0.2,0.34,9.5,0.041,38.0,201.0,0.995,3.14,0.44,10.1,3,0,1,84.52794868860785,-11.707085247841254,0.21049142100129456,-1.3344855514286296
6.3,0.37,0.37,1.5,0.024,12.0,76.0,0.98876,2.94,0.39,12.3,6,0,1,-43.347043610829864,-9.082538495542268,-0.7465245274202589,1.3229134315280995
6.2,0.36,0.38,3.2,0.031,20.0,89.0,0.98956,3.06,0.33,12.0,7,0,1,-28.82392474207628,-4.171575615426962,-0.7225976707596323,1.0674097945533672
6.6,0.17,0.35,2.6,0.03,33.0,78.0,0.99146,3.22,0.72,11.3,6,0,1,-36.644097318011134,10.94445174944503,-1.7967885694264405,0.06207425011887804
6.3,0.28,0.47,11.2,0.04,61.0,183.0,0.99592,3.12,0.51,9.5,6,0,1,72.23082864460604,14.796312748576101,0.2506301130588232,-1.2824714620371374
7.6,0.27,0.52,3.2,0.043,28.0,152.0,0.99129,3.02,0.53,11.4,6,0,1,34.29925180537406,-10.596977138135662,-0.7475895420038644,0.20946263911873578
7.0,0.25,0.45,2.3,0.045,40.0,118.0,0.99064,3.16,0.48,11.9,7,0,1,3.8498406960305,8.73145535969929,-1.4061179848423349,0.21313212510697202
9.7,0.24,0.49,4.9,0.032,3.0,18.0,0.99368,2.85,0.54,10.0,6,0,1,-101.70044438351208,-4.693813255048044,-0.27276644115851445,1.5705166838273794
9.7,0.24,0.49,4.9,0.032,3.0,18.0,0.99368,2.85,0.54,10.0,6,0,1,-101.70044438351208,-4.693813255048044,-0.27276644115851445,1.5705166838273794
6.8,0.13,0.39,1.4,0.034,19.0,102.0,0.99121,3.23,0.6,11.3,7,0,1,-16.466764167146696,-8.13718600135317,-1.2944071608520877,0.056071794139263796
6.6,0.78,0.5,1.5,0.045,30.0,133.0,0.99104,3.25,0.48,11.7,5,0,1,16.18248914938805,-4.410690486323021,1.0036957908896234,3.6185991977359553
5.1,0.33,0.27,6.7,0.022,44.0,129.0,0.99221,3.36,0.39,11.0,7,0,1,15.658015631695976,10.29193184686878,-0.5941213924165685,0.11321223061853827
6.7,0.34,0.4,2.1,0.033,34.0,111.0,0.98924,2.97,0.48,12.2,7,0,1,-4.317980329016473,4.463832872108242,-1.2520831908146735,0.5633790550708484
6.7,0.14,0.51,4.3,0.028,57.0,124.0,0.99176,2.91,0.54,10.7,7,0,1,13.594194973329811,23.992366601776876,-1.0650253396991571,-1.5175976144475565
7.0,0.26,0.34,10.9,0.038,25.0,84.0,0.99432,3.11,0.34,10.9,6,0,1,-32.24834034336582,2.052713269861294,-0.7425706868099047,0.3525253384328155
6.5,0.29,0.26,7.0,0.04,18.0,113.0,0.99366,3.17,0.38,10.2,6,0,1,-5.738667159886585,-11.420152086968574,0.3508784439012099,0.4270377547361656
7.0,0.25,0.45,2.3,0.045,40.0,118.0,0.99064,3.16,0.48,11.9,7,0,1,3.8498406960305,8.73145535969929,-1.4061179848423349,0.21313212510697202
7.6,0.21,0.49,2.5,0.047,20.0,130.0,0.99178,3.15,0.48,11.1,5,0,1,11.059731407225117,-13.44880910608395,-0.5969560721770968,0.3497993441689329
7.7,0.26,0.51,2.6,0.045,26.0,159.0,0.99126,3.0,0.5,11.2,6,0,1,40.64159512690207,-14.142350936735486,-0.4591810963800766,0.11789612226633797
7.6,0.27,0.52,3.2,0.043,28.0,152.0,0.99129,3.02,0.53,11.4,6,0,1,34.29925180537406,-10.596977138135662,-0.7475895420038644,0.20946263911873578
7.7,0.25,0.49,2.5,0.047,31.0,169.0,0.99252,3.07,0.57,10.6,6,0,1,51.49725446910321,-11.532939044003461,-0.07500207512907314,-0.05410503347096505
7.6,0.35,0.46,14.7,0.047,33.0,151.0,0.99709,3.03,0.53,10.3,5,0,1,34.93358401667649,-5.152578167252054,-0.13738661862630241,0.16508196527268107
6.9,0.3,0.36,4.5,0.054,31.0,203.0,0.99513,3.4,0.57,10.4,4,0,1,84.6895244134384,-19.132272079970576,0.5006159055252144,0.2929084543048013
6.7,0.24,0.46,2.2,0.033,19.0,111.0,0.99045,3.1,0.62,11.9,6,0,1,-7.673702695732957,-10.13968240046636,-1.3469556958639441,0.47816617131446915
6.5,0.23,0.39,1.9,0.036,41.0,98.0,0.99,3.19,0.43,11.9,7,0,1,-15.41122397269798,14.205609453537358,-1.5387424043180846,0.12444677757218839
7.6,0.23,0.34,1.6,0.043,24.0,129.0,0.99305,3.12,0.7,10.4,5,0,1,10.94870183058021,-9.357863251089938,-0.18777162084328985,0.2959189327321887
6.5,0.24,0.39,17.3,0.052,22.0,126.0,0.99888,3.11,0.47,9.2,6,0,1,8.251350766792633,-10.14250001275128,0.554140698678425,-0.5539079038531076
6.3,0.17,0.32,4.2,0.04,37.0,117.0,0.99182,3.24,0.43,11.3,6,0,1,2.291736535995859,6.097345506632525,-1.1517958342677985,-0.4143679247768815
6.3,0.17,0.32,4.2,0.04,37.0,117.0,0.99182,3.24,0.43,11.3,6,0,1,2.291736535995859,6.097345506632525,-1.1517958342677985,-0.4143679247768815
6.7,0.21,0.37,2.5,0.034,35.0,89.0,0.9913,3.25,0.5,11.0,7,0,1,-25.489402975514047,10.407144908944336,-1.0947018211825688,0.212273235710609
6.5,0.23,0.39,1.9,0.036,41.0,98.0,0.99,3.19,0.43,11.9,7,0,1,-15.41122397269798,14.205609453537358,-1.5387424043180846,0.12444677757218839
5.9,0.28,0.39,1.4,0.031,47.0,147.0,0.98836,3.08,0.64,12.9,7,0,1,33.6169597488599,8.991586797051383,-2.312625388533988,-0.24218502571067616
5.9,0.19,0.37,0.8,0.027,3.0,21.0,0.9897,3.09,0.31,10.8,5,0,1,-98.92947850693902,-5.468157896659359,-0.19961108420159696,0.7055693835759953
6.2,0.25,0.42,8.0,0.049,53.0,206.0,0.99586,3.16,0.47,9.1,6,0,1,92.699766306057,1.722109194982697,1.139805533181019,-1.3947865623363869
7.6,0.23,0.34,1.6,0.043,24.0,129.0,0.99305,3.12,0.7,10.4,5,0,1,10.94870183058021,-9.357863251089938,-0.18777162084328985,0.2959189327321887
5.6,0.18,0.27,1.7,0.03,31.0,103.0,0.98892,3.35,0.37,12.9,6,0,1,-12.792266204331352,3.3437165069446686,-2.2756410623201004,0.13829919275826155
5.5,0.18,0.22,5.5,0.037,10.0,86.0,0.99156,3.46,0.44,12.2,5,0,1,-33.886053783727895,-13.156133848425446,-1.7742257896584974,0.6230165019100165
6.5,0.24,0.39,17.3,0.052,22.0,126.0,0.99888,3.11,0.47,9.2,6,0,1,8.251350766792633,-10.14250001275128,0.554140698678425,-0.5539079038531076
7.4,0.23,0.38,8.6,0.052,41.0,150.0,0.99534,3.06,0.46,10.3,5,0,1,35.499106066455006,2.6768256121075487,-0.06189664679531387,-0.5754852906442784
7.2,0.17,0.37,6.9,0.059,47.0,128.0,0.99322,3.08,0.46,11.0,7,0,1,15.35092824563605,13.43051848927434,-1.1308656312101413,-0.8737606864915282
7.6,0.3,0.38,2.1,0.043,10.0,98.0,0.99296,3.17,0.65,11.0,5,0,1,-22.352839657867317,-15.983807754671014,-0.24960637494670584,1.393756720423673
5.0,0.24,0.21,2.2,0.039,31.0,100.0,0.99098,3.69,0.62,11.7,6,0,1,-15.681571503043346,4.036550212334861,-1.7708493562359058,0.7114647203972869
6.1,0.21,0.38,1.5,0.039,37.0,122.0,0.98972,3.2,0.43,12.0,6,0,1,7.04411036959106,4.890240492046946,-1.4127760131868747,-0.16573396248753428
6.5,0.33,0.38,2.5,0.047,30.0,148.0,0.98964,3.17,0.43,12.7,6,0,1,30.82376358433224,-7.758217026130462,-1.3890136958035886,0.6459301165593152
6.3,0.35,0.26,17.6,0.061,59.0,198.0,0.99918,3.11,0.49,8.8,5,0,1,86.65819098172945,9.66156300849072,0.9345870140697441,-1.3110191550726114
6.3,0.17,0.32,4.2,0.04,37.0,117.0,0.99182,3.24,0.43,11.3,6,0,1,2.291736535995859,6.097345506632525,-1.1517958342677985,-0.4143679247768815
6.6,0.25,0.35,2.9,0.034,38.0,121.0,0.99008,3.19,0.4,12.8,6,0,1,6.345098646781591,6.1311470241751005,-1.937111536764586,0.308462928636594
6.5,0.16,0.33,4.8,0.043,45.0,114.0,0.992,3.18,0.44,11.2,6,0,1,1.1881502971629065,14.580388788882281,-1.2868975153146889,-0.7071465337873055
6.6,0.39,0.39,11.9,0.057,51.0,221.0,0.99851,3.26,0.51,8.9,6,0,1,107.01677040769594,-3.4908261827282008,1.6370386077404986,-0.44034021002263907
5.6,0.19,0.27,0.9,0.04,52.0,103.0,0.99026,3.5,0.39,11.2,5,0,1,-8.10985509703208,23.763051043495977,-1.3547142766090532,-0.23094594137206717
6.2,0.25,0.39,1.3,0.051,42.0,135.0,0.9906,3.23,0.4,11.1,6,0,1,20.817450754502957,6.818597260449981,-0.4890079735726232,-0.18855360688667136
6.9,0.22,0.43,6.4,0.042,34.0,115.0,0.99293,3.05,0.51,10.8,6,0,1,-0.2369262856206813,3.6891252970355195,-0.7160222509992188,-0.30269859368841795
6.2,0.19,0.29,4.3,0.045,33.0,126.0,0.99658,3.18,0.42,9.3,6,0,1,10.174052100989783,0.1715838516465104,1.6060103877063974,-0.5478915272331342
6.6,0.39,0.39,11.9,0.057,51.0,221.0,0.99851,3.26,0.51,8.9,6,0,1,107.01677040769594,-3.4908261827282008,1.6370386077404986,-0.44034021002263907
5.9,0.33,0.32,8.1,0.038,9.0,34.0,0.9911,3.22,0.36,12.7,7,0,1,-84.63387976485862,-2.3275067193221153,-1.8275623042702385,1.598982083553169
7.8,0.17,0.5,1.3,0.045,35.0,140.0,0.9904,3.16,0.4,12.0,6,0,1,24.100609989938246,-1.133271102939196,-1.521246138427253,-0.02862707907792115
5.5,0.19,0.27,0.9,0.04,52.0,103.0,0.99026,3.5,0.39,11.2,5,0,1,-8.109161409366255,23.763728878454742,-1.3261197838948233,-0.2590723027157407
6.2,0.23,0.36,17.2,0.039,37.0,130.0,0.99946,3.23,0.43,8.8,6,0,1,15.507470682735137,3.559579718754298,0.6543396559405464,-0.8246705557259715
6.2,0.23,0.36,17.2,0.039,37.0,130.0,0.99946,3.23,0.43,8.8,6,0,1,15.507470682735137,3.559579718754298,0.6543396559405464,-0.8246705557259715
6.2,0.23,0.36,17.2,0.039,37.0,130.0,0.99946,3.23,0.43,8.8,6,0,1,15.507470682735137,3.559579718754298,0.6543396559405464,-0.8246705557259715
7.2,0.32,0.4,8.7,0.038,45.0,154.0,0.99568,3.2,0.47,10.4,6,0,1,40.294714061072575,5.67458088648901,0.029187439629807934,0.13132960971849209
6.2,0.23,0.36,17.2,0.039,37.0,130.0,0.99946,3.23,0.43,8.8,6,0,1,15.507470682735137,3.559579718754298,0.6543396559405464,-0.8246705557259715
7.2,0.32,0.4,8.7,0.038,45.0,154.0,0.99568,3.2,0.47,10.4,6,0,1,40.294714061072575,5.67458088648901,0.029187439629807934,0.13132960971849209
5.8,0.39,0.47,7.5,0.027,12.0,88.0,0.9907,3.38,0.45,14.0,6,0,1,-31.419456011899808,-11.5956475088782,-2.543766172687156,2.095115414270513
6.2,0.23,0.36,17.2,0.039,37.0,130.0,0.99946,3.23,0.43,8.8,6,0,1,15.507470682735137,3.559579718754298,0.6543396559405464,-0.8246705557259715
5.8,0.29,0.33,3.7,0.029,30.0,88.0,0.98994,3.25,0.42,12.3,6,0,1,-27.534614365610576,5.810291005051126,-1.6372713483501704,0.6872552594290366
7.2,0.4,0.38,2.2,0.03,40.0,109.0,0.99075,3.27,0.46,12.6,6,0,1,-4.922390270556482,10.758004688818692,-1.5012520944346839,1.6134894337294872
6.8,0.39,0.34,7.4,0.02,38.0,133.0,0.99212,3.18,0.44,12.0,7,0,1,18.219563721455422,3.560193222464041,-1.2664404706356718,0.9263772711090474
6.1,0.17,0.42,15.1,0.033,28.0,124.0,0.99684,2.87,0.47,9.5,5,0,1,7.558062089407069,-3.9133085269854533,0.235219535751985,-1.464876305461799
6.8,0.39,0.34,7.4,0.02,38.0,133.0,0.99212,3.18,0.44,12.0,7,0,1,18.219563721455422,3.560193222464041,-1.2664404706356718,0.9263772711090474
7.1,0.36,0.37,4.8,0.019,39.0,114.0,0.99036,3.08,0.49,12.7,7,0,1,-0.16945214946621084,8.737715669829196,-1.9760651624289554,0.9342979918677844
6.9,0.19,0.32,7.9,0.042,30.0,130.0,0.99456,3.4,0.39,10.5,6,0,1,13.534879632824389,-3.542320252076899,-0.6044136097269582,0.015033742104574775
6.5,0.34,0.46,1.0,0.023,6.0,80.0,0.98865,3.15,0.54,12.9,6,0,1,-40.82322051229759,-15.841724829421539,-1.6814771051470538,1.7778907685688015
6.1,0.17,0.42,15.1,0.033,28.0,124.0,0.99684,2.87,0.47,9.5,5,0,1,7.558062089407069,-3.9133085269854533,0.235219535751985,-1.464876305461799
6.8,0.39,0.34,7.4,0.02,38.0,133.0,0.99212,3.18,0.44,12.0,7,0,1,18.219563721455422,3.560193222464041,-1.2664404706356718,0.9263772711090474
7.1,0.36,0.37,4.8,0.019,39.0,114.0,0.99036,3.08,0.49,12.7,7,0,1,-0.16945214946621084,8.737715669829196,-1.9760651624289554,0.9342979918677844
7.8,0.3,0.36,4.6,0.024,20.0,198.0,0.99222,3.06,0.66,11.9,6,0,1,77.34587113469395,-28.715163336348258,-1.0592770213028937,0.47942187431731076
6.1,0.68,0.52,1.4,0.037,32.0,123.0,0.99022,3.24,0.45,12.0,6,0,1,6.892465422903307,-0.20738517551303812,0.40392402276480577,2.932690085105296
5.2,0.34,0.37,6.2,0.031,42.0,133.0,0.99076,3.25,0.41,12.5,6,0,1,19.074047391782816,7.430509171599974,-1.513508696764889,0.24504856129310995
5.6,0.28,0.4,6.1,0.034,36.0,118.0,0.99144,3.21,0.43,12.1,7,0,1,3.1209189168533857,4.963270843772138,-1.3435226379882306,0.10745739183937889
6.2,0.19,0.38,5.1,0.019,22.0,82.0,0.98961,3.05,0.36,12.5,6,0,1,-35.1140594378427,-0.5859900725885524,-2.0198916745513515,0.07379962101348761
5.7,0.16,0.26,6.3,0.043,28.0,113.0,0.9936,3.06,0.58,9.9,6,0,1,-3.51951629223624,-1.6995727553249256,-0.019863344289827226,-1.0275229987497903
7.6,0.17,0.46,0.9,0.036,63.0,147.0,0.99126,3.02,0.41,10.7,6,0,1,37.18296105937943,24.538512418946105,-0.6926280229387592,-1.081429539337284
7.3,0.2,0.39,2.3,0.048,24.0,87.0,0.99044,2.94,0.35,12.0,6,0,1,-29.919715780952043,0.1392722209428396,-1.0757549139602616,0.15594351955081823
6.7,0.33,0.36,6.6,0.042,34.0,116.0,0.99123,2.97,0.31,12.2,8,0,1,0.7383932299596415,3.474698302969598,-1.0356706389378127,0.33412420937669035
6.7,0.33,0.34,7.5,0.036,39.0,124.0,0.99123,2.99,0.32,12.4,8,0,1,9.684169038263878,6.567841667124678,-1.4056879426517557,0.22661984676213068
6.9,0.36,0.35,8.6,0.038,37.0,125.0,0.9916,3.0,0.32,12.4,8,0,1,10.254154298947551,4.427323657088147,-1.3984004928932632,0.479576806644941
7.8,0.21,0.34,11.9,0.039,55.0,140.0,0.9959,3.02,0.31,10.3,6,0,1,29.036086573735833,18.662338652072833,-0.5393310334066984,-0.9364953819349928
7.3,0.2,0.39,2.3,0.048,24.0,87.0,0.99044,2.94,0.35,12.0,6,0,1,-29.919715780952043,0.1392722209428396,-1.0757549139602616,0.15594351955081823
5.6,0.41,0.22,7.1,0.05,44.0,154.0,0.9931,3.3,0.4,10.5,5,0,1,40.01395210293598,4.6627801569444,0.24556787426832563,0.2881735373048374
7.6,0.15,0.35,4.3,0.051,23.0,98.0,0.99422,3.1,0.44,9.5,6,0,1,-19.338425374216317,-3.2616868627145705,0.42361535108074344,-0.23925223056007952
8.5,0.2,0.4,1.1,0.046,31.0,106.0,0.99194,3.0,0.35,10.5,4,0,1,-9.902605312999418,2.6225877309747534,-0.09534938107322055,0.18792403143910588
6.5,0.24,0.38,1.0,0.027,31.0,90.0,0.98926,3.24,0.36,12.3,6,0,1,-25.481018529453706,6.245417361390488,-1.6292505638072163,0.6394742859541755
8.3,0.16,0.37,7.9,0.025,38.0,107.0,0.99306,2.93,0.37,11.9,6,0,1,-7.0823169385226805,9.427255542009965,-1.8148804851659517,-0.2924415114249546
5.5,0.12,0.33,1.0,0.038,23.0,131.0,0.99164,3.25,0.45,9.8,5,0,1,12.66489522108549,-10.788251188819581,0.38903022853867514,-0.8708826721537537
6.5,0.24,0.38,1.0,0.027,31.0,90.0,0.98926,3.24,0.36,12.3,6,0,1,-25.481018529453706,6.245417361390488,-1.6292505638072163,0.6394742859541755
6.2,0.1,0.41,1.0,0.04,17.0,76.0,0.98988,3.14,0.56,11.4,7,0,1,-42.24147311877267,-4.230555849150367,-1.4381181386001376,-0.27914433090168683
6.5,0.21,0.4,7.3,0.041,49.0,115.0,0.99268,3.21,0.43,11.0,6,0,1,3.1638966815645193,18.32607239340962,-1.2686391677069488,-0.5329149207372224
8.7,0.3,0.59,1.7,0.046,10.0,70.0,0.99373,3.06,0.56,10.8,4,0,1,-49.6364798424907,-9.691194388080445,0.14841971512870042,1.7718460413231532
6.7,0.18,0.37,1.3,0.027,42.0,125.0,0.98939,3.24,0.37,12.8,7,0,1,11.068343001989513,9.074464588547658,-2.2207700269773043,-0.04563141908194788
7.0,0.17,0.36,6.4,0.055,42.0,123.0,0.99318,3.11,0.5,11.0,8,0,1,9.342831584975183,9.675207951100273,-1.0957474012403035,-0.7135672906339883
6.6,0.19,0.33,1.8,0.035,42.0,148.0,0.99196,3.15,0.36,10.2,5,0,1,33.49763440580231,3.8978036949796606,0.18074170571273904,-0.7254419015189693
5.8,0.28,0.3,1.5,0.026,31.0,114.0,0.98952,3.32,0.6,12.5,7,0,1,-2.090404583174178,0.8550078284202436,-1.9618367573100235,0.6559354166011798
7.6,0.24,0.44,3.8,0.037,49.0,146.0,0.9911,3.06,0.37,11.6,6,0,1,33.187947979724896,11.223160694379162,-1.218714920211956,-0.27726863768567195
8.3,0.16,0.37,7.9,0.025,38.0,107.0,0.99306,2.93,0.37,11.9,6,0,1,-7.0823169385226805,9.427255542009965,-1.8148804851659517,-0.2924415114249546
5.5,0.12,0.33,1.0,0.038,23.0,131.0,0.99164,3.25,0.45,9.8,5,0,1,12.66489522108549,-10.788251188819581,0.38903022853867514,-0.8708826721537537
5.7,0.16,0.32,1.2,0.036,7.0,89.0,0.99111,3.26,0.48,11.0,5,0,1,-31.811814316924146,-16.890469748499335,-0.390016918715133,0.24297593323146163
7.0,0.21,0.42,5.3,0.037,36.0,123.0,0.99321,3.14,0.52,10.9,6,0,1,7.952691543855223,3.798730776751983,-0.7466776191291712,-0.1809425638540383
6.4,0.22,0.38,9.1,0.044,35.0,127.0,0.99326,2.97,0.3,11.0,7,0,1,11.785786219212078,2.044034744185854,-0.42816608924756355,-0.7497534876725731
7.9,0.34,0.44,6.5,0.027,47.0,126.0,0.99124,2.96,0.37,12.5,6,0,1,13.373502386470214,13.868164456391735,-1.7723450880836604,0.5195035685872413
